 , C000, C001, C002, C003, C004, C005, C006, C007, C008, C009, C010, C011, C012, C013, C014, C015, C016, C017, C018, C019, C020, C021, C022, C023, C024, C025, C026, C027, C028, C029, C030, C031, C032, C033, C034, C035, C036, C037, C038, C039, C040, C041, C042, C043, C044, C045, C046, C047, C048, C049, C050, C051, C052, C053, C054, C055, C056, C057, C058, C059, C060, C061, C062, C063, C064, C065, C066, C067, C068, C069, C070, C071, C072, C073, C074, C075, C076, C077, C078, C079, C080, C081, C082, C083, C084, C085, C086, C087, C088, C089, C090, C091, C092, C093, C094, C095, C096, C097, C098, C099, C100
Time(s)/Cell Status, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided
2.29908,15923.75,-2843.859,-1355.286,18910.26,433.7757,-728.7482,-8.090535,1233.645,-1728.724,-538.8291,11928.83,1292.274,-2408.61,-1194.107,96.19246,1541.468,899.7294,2360.9,-1413.367,-3390.994,-412.642,1141.79,2666.27,1084.003,1667.964,590.013,620.2936,260.7244,-1774.567,-1485.19,2321.526,-1937.428,-1388.1,-1777.302,-2171.432,-2057.211,-489.0142,-1368.202,-168.9737,-5086.358,-2124.336,453.1505,236.6363,-1297.785,-4328.362,-422.768,598.8229,-5297.488,-3692.317,-1958.608,322.2292,-309.8966,-1672.931,-1488.61,-347.3436,208.3401,-96.1301,590.8922,517.6019,-2153.539,-716.1608,-1549.47,-995.5283,101.6986,-1481.962,6859.046,-1265.335,-1720.42,-1316.539,-915.6682,2578.881,-1671.44,-1176.116,-1250.657,-2076.479,531.6289,-287.6444,12197.28,1931.2,359.6761,-351.1317,663.0413,2262.216,-1759.657,-3584.907,-807.7622,-2392.737,-1044.41,845.8487,462.8433,411.8645,4327.528,-10589.57,-1246.061,-1608.104,1063.91,2750.133,-508.4352,1490.491,-5435.606,4424.979
2.39904,15688.17,-2008.276,-1518.286,16526.61,-2110.119,-1959.302,-1324.353,2302.848,-868.6962,-2754.198,9456.023,1574.144,-3492.097,-880.4413,-1017.892,24.77225,1628.173,1623.452,-525.4329,-1115.81,-2608.176,1020.514,2838.548,1405.589,568.5922,1065.476,378.5147,-857.4948,-650.1179,573.9316,1523.74,-1291.005,-3063.998,-3422.47,-1717.661,-1914.075,-2516.421,1695.143,-888.1201,-6108.962,-1001.725,1207.044,-1297.183,-3117.855,-4733.725,-319.954,1126.152,-4339.343,-2495.039,-1847.563,955.4144,1924.024,-2774.115,-1718.168,610.8956,-1859.167,-671.4547,-1431.204,616.0419,-1999.715,-1197.823,-832.7843,-1147.954,484.7484,-957.3319,6774.021,-36.18819,-1524.617,-526.4097,-387.0104,1222.784,-1611.482,-2972.964,-1042.02,-1220.012,1018.781,1780.854,14903.99,569.8114,-106.9246,670.7904,690.3136,5771.288,713.9153,-5147.287,-703.6063,-1504.035,-1529.304,892.6926,802.3625,-809.5707,3231.027,-9129.713,-611.0844,952.7748,-328.0104,3082.001,-569.4345,542.2729,-5319.333,4700.44
2.499,16722.14,111.1698,70.68425,12083.67,-1029.629,-1485.263,-818.4831,1450.771,-1958.364,-3576.911,10592.85,1674.506,-4460.433,-228.2554,-578.8864,365.1007,-996.8881,475.6171,-663.0301,-4380.902,-1514.708,1658.141,1610.356,361.5837,1914.703,329.1102,623.0195,2531.523,-354.9995,-1262.044,437.2642,-2482.463,-3053.463,-2640.153,-210.3125,-4308.649,-1382.066,956.6128,-1297.551,-4340.71,-507.72,1426.536,-527.7952,-1321.751,-4789.658,1116.119,-1144.03,-3516.401,-3539.333,-3014.439,2628.697,-1874.353,-732.8971,-658.8226,-500.7769,-402.5108,17.64478,-1154.651,282.4756,-686.3792,-1999.279,-1779.346,791.5138,-2519.423,-3280.679,6681.299,-446.7963,-667.7851,241.3346,-599.8562,5761.462,-739.951,-1297.841,-618.649,841.685,163.1022,2948.332,13969.24,-1618.531,715.6198,320.2079,660.0214,7533.712,-503.6122,-7125.99,-1341.592,-1785.604,-5007.337,-1142.477,-145.8476,-1911.099,4040.341,-12119.08,-420.4018,345.2429,-3194.112,2358.232,-354.7425,841.6758,-4860.338,2919.303
2.59896,15705.24,-3176.551,-741.2235,12469.73,-2692.33,1016.92,588.2691,86.69766,-65.12491,-3061.719,7983.137,589.4794,-4953.903,-151.9539,-796.4174,1790.138,743.3002,1793.064,-2127.568,-3250.396,-960.4371,1225.636,2036.208,1497.37,334.0172,589.3439,535.087,-480.0423,-1702.133,447.8782,320.1404,-3225.75,-5481.311,-2227.188,-1394.057,-3100.466,-3730.564,-164.0704,-2526.885,-7349.802,-2293.984,230.8917,-2017.653,-1792.011,-4052.878,824.054,268.2651,-6166.883,-3839.377,-3724.881,1235.448,-308.4282,-1452.909,-676.3389,-1371.366,1220.816,-1250.526,-1908.948,807.8488,-2053.867,-1865.915,-3133.828,182.0731,-1158.18,-1389.865,4900.43,-2279.754,-188.6111,-127.2506,-426.4492,3986.585,-2211.58,-2192.75,-1701.766,1253.858,-165.1599,2422.799,12285.5,515.1364,866.3524,-344.5406,1125.216,2647.748,-1866.615,-5237.292,4.236246,-3166.619,-2706.656,254.6559,-497.1764,359.2297,3250.613,-11495.61,-743.7849,286.9906,-2613.58,1350.863,-241.1836,1219.145,-3807.809,3229.49
2.69892,13261.23,-1414.965,-573.8859,10132.16,-1034.471,-1606.072,-533.5148,3341.29,-2618.075,-3859.738,8063.573,-434.444,-5430.327,886.6426,-455.6711,-2205.503,1652.121,1394.779,-2530.546,-4061.735,1644.862,1554.521,352.4785,-1370.024,-301.9839,77.71801,-659.5845,-105.9801,-898.2969,925.9,-539.4864,-1354.643,-3655.894,-199.1242,-2758.794,-3240.194,-4421.96,83.67654,-2816.284,-7235.452,-1628.599,-1662.562,-1814.604,-3171.768,-4037.417,-739.4066,-1112.28,-4383.051,-4693.826,-2976.614,791.8293,137.1077,-2794.194,-1278.212,-2344.365,208.6399,-332.8152,-2356.026,1256.458,-2307.565,-2244.495,-3759,-1607.213,-1934.989,-1238.616,5137.257,-470.1724,-445.736,475.5764,-1232.836,-19.12064,-3025.582,-1162.826,-428.8133,248.0116,-267.1178,208.0641,12407.5,-737.2443,2246.87,953.1683,-754.2455,964.4948,-1404.17,-5919.636,-2215.564,-2214.212,-1999.832,-1367.961,1980.924,1123.459,3358.624,-9550.878,-1292.615,-105.9243,-2948.856,1863.577,106.8359,783.0587,-6331.553,1447.417
2.79888,14198.58,-1388.311,-483.9535,11780.55,552.5962,-1863.342,437.0258,1334.686,-2245.537,-1956.787,6872.526,-1468.328,-3698.488,422.9258,-2076.905,-2074.046,2722.401,-96.98707,-2692.721,-2035.194,1300.611,-1093.93,456.0282,-1147.998,1703.81,-1252.301,947.9777,-1540.606,-3911.85,-682.0508,799.2977,-956.7183,-3445.35,-333.5757,-2389.775,-2613.135,-3558.61,103.5667,-184.416,-5953.143,-728.1481,1325.462,-1818.09,-3346.145,-2390.525,-1317.869,1554.999,-4005.726,-4050.57,-2342.272,783.1498,-304.9072,-1106.037,-1431.015,758.5797,329.1744,171.8962,-987.342,-574.6353,171.8407,-586.8616,-1886.432,126.247,-1436.356,-697.0439,7164.394,-772.1066,-373.5369,-1358.555,-1129.91,2724.085,-1318.412,-2314.972,-1077.24,-965.7104,-1535.471,895.9297,11691.23,-801.6952,1151.728,-150.9199,291.305,1791.896,-114.5518,-6184.083,-1867.983,-2879.19,-3640.701,589.3723,-741.572,-1027.672,3442.807,-11878.83,-406.0356,1697.186,-1838.312,1080.147,-344.5643,-804.0375,-4475.458,3.210204
2.89884,9540.06,-1752.409,-786.4026,12093.62,1358.9,-155.1909,-5.382514,-514.9285,-680.1524,-1546.953,6291.941,-2017.439,-3300.434,-496.7737,-1052.24,-467.7804,3046.564,968.6857,-2550.186,-3530.349,2073.016,29.53296,383.5359,556.8634,408.9226,475.5743,-401.2329,-2594.144,-2791.34,-338.2691,-516.2145,-3664.657,-6295.858,-300.5227,-1257.94,-2617.439,-4802.491,-1694.24,-3339.677,-6528.003,593.6735,-323.5781,-317.9922,-2100.298,-1601.7,516.4942,699.4517,-3840.101,-4674.742,-2605.829,990.9549,-279.4856,-2239.949,-1571.207,213.7884,72.49818,-802.2047,-107.4327,18.08448,-1084.629,-1428.228,-1688.868,935.1036,-882.8411,613.1342,7832.654,-889.5851,-1009.161,-641.0696,-313.0208,762.6724,-1846.575,-2525.591,-1053.027,-1281.048,-1526.491,1715.629,11321.09,-553.5862,1499.908,313.9468,-403.1794,1012.296,-2181.058,-4976.493,2056.749,-2347.153,-3040.196,-1881.435,-173.2837,-1351.485,3154.426,-10346.05,-842.2323,833.1158,-2719.214,202.0857,123.2955,800.8909,-4343.892,-2305.901
2.9988,10686.62,-2644.336,-975.215,12086.59,2618.666,668.8792,-1783.399,421.1791,-2910.732,-483.7585,5403.605,-1400.182,-3946.017,-472.4286,-1216.159,-1394.319,3173.847,746.931,-4090.757,-2440.968,3328.21,-873.1971,-54.01221,-582.4338,-931.436,-2246.77,-298.6401,-1668.211,-1756.359,-1581.139,380.0777,-4053.419,-4748.725,-1508.442,-2031.267,-2320.864,-3496.644,-371.5839,-1965.976,-4993.118,-1305.314,-2306.349,-1457.512,-2769.735,-4246.692,-1683.643,-80.95616,-3748.551,-3314.911,-2468.393,267.4738,-563.0345,-2081.044,-990.1948,708.9879,399.1993,-98.71002,-2386.396,899.2021,273.6926,-2055.056,-915.9712,-2145.379,-328.314,-946.3185,5527.018,946.1086,-135.5294,-1097.315,-1421.267,1298.445,-1483.883,-492.2575,-1683.097,-3046.736,-844.0597,-1675.937,10106,-768.6885,2064.613,-1031.838,879.3853,-117.3553,-3324.911,-3877.276,805.1407,-3487.322,-1928.607,-450.0209,-289.5974,-1783.255,2763.796,-10038.33,1877.622,11.4109,-1025.247,777.321,-555.0734,-618.2101,-4609.209,-667.5524
3.09876,10035.55,-5475.882,-117.4088,12513.94,1710.862,-905.6976,310.5781,1109.155,1269.451,-1437.861,4500.097,-1176.101,-4283.737,732.9798,518.8981,959.935,1552.872,1738.848,-1681.562,-859.6693,3897.341,-39.52198,-867.0023,-401.4175,-131.7909,-654.9724,-512.9924,-3693.958,-3587.461,-587.1642,-781.4881,-2363.857,-3775.529,-842.2991,921.6796,-2903.308,-5024.12,40.68599,-2783.861,-4627.607,721.7402,-1542.276,-3404.601,-4752.849,-4464.994,-363.0666,1810.38,-3473.515,-3866.816,-202.9444,498.1131,-407.6873,-2971.979,-1154.966,-74.97314,-1103.419,349.4235,-4896.585,-344.5948,-344.476,-1694.694,-831.1471,342.0788,-375.4511,-392.1046,7163.078,12.76189,-855.5914,-1656.594,-2327.608,402.2934,-1144.469,-2682.99,-479.2408,-193.6948,-505.8743,-753.3741,8695.937,-1176.158,2627.739,-889.0242,-982.6287,1193.888,-2676.637,-5020.387,257.2138,-1911.172,-3889.664,-1473.558,-3137.041,-2524.678,1638.944,-11842.88,-1390.317,-669.9021,195.8574,-591.2137,578.2771,-1960.197,-5253.626,318.6361
3.19872,11206.97,-3752.586,-32.19868,9585.609,2407.458,-330.9784,666.0518,307.4967,979.1437,-3682.056,4556.36,-1631.138,-4589.623,1300.135,-1462.983,-2664.573,-177.6032,2233.792,-2340.814,-2324.038,2205.396,-361.0941,1527.398,363.8431,-1146.788,169.4458,-843.1063,-3365.164,-2366.495,-2505.366,-842.1064,-1717.141,-3896.995,-47.08591,-776.0973,-3705.534,-3033.93,-843.3664,-857.4851,-4533.09,-612.0124,-1997.731,-1085.728,-3290.326,-4779.386,-1083.809,-320.3357,-5147.306,-2988.922,-643.96,-119.5015,-1381.819,-2022.997,-1308.668,-1323.389,1432.261,-1503.978,-1512.934,-0.4470315,782.2981,-1989.113,-1395.946,-1872.546,-2524.642,-1769.198,5530.848,-616.4625,349.5116,-2889.505,-424.9138,2350.995,-1232.884,-158.5308,-1913.422,-318.8232,-246.8153,247.2013,8845.46,-1682.228,-509.1426,481.5746,147.46,1766.012,-3813.043,-3470.831,-567.4992,-1250.044,-2377.742,377.5157,-748.2144,-876.3226,2616.839,-9601.803,-1755.085,611.6913,-1440.233,-1035.909,448.5286,1600.904,-5512.166,-1081.74
3.29868,10673.37,-3425.45,-625.1415,9030.124,31.64534,-652.5261,217.3374,32.77958,569.8391,-1967.37,4181.722,-3097.594,-1627.39,147.2064,-1785.748,-344.9143,86.00996,264.4615,-2943.686,-2361.684,502.363,-143.2464,699.3272,-1786.083,-1257.391,-1382.967,-375.849,-2574.893,-1486.938,-2375.366,2088.393,-1530.839,-4888.012,-2266.667,-83.49973,-880.7834,-4276.406,-1435.039,-1674.185,-3377.432,-410.2227,-2762.349,-687.3201,-2917.262,-2786.072,29.48955,-352.8007,-5216.67,-3202.842,-1575.643,2306.003,-37.17056,-4708.168,-2169.259,186.7856,-1560.366,-2434.242,379.1085,-886.0248,-2310.854,-696.856,-1300.214,54.77669,-482.4546,-1756.097,3041.262,1791.245,229.2086,-1495.236,-957.9235,562.8502,-2868.308,-1689.235,-2.739075,-466.6289,-1844.488,1847.492,8025.22,-268.7732,-490.6306,903.937,803.9901,-79.97353,-1519.294,-3729.14,997.9766,-2234.247,-1687.215,270.6363,-1131.618,-2129.052,1862.759,-8370.089,-181.0003,540.5757,1578.59,-255.8267,1298.251,-127.7188,-3641.727,282.7497
3.39864,10139.76,-3415.689,501.934,8033.948,774.7213,-440.859,-600.259,-1012.261,1177.41,-1629.416,2474.745,-2062.234,-4105.969,237.2259,-1300.224,-475.0108,1295.769,929.335,-5114.08,1824.151,872.2955,-1257.513,1691.909,658.8632,16.97341,-735.8367,-977.9089,-1657.381,-1884.54,-2743.894,-117.7519,72.91026,-4847.86,-1741.552,-1185.845,-2622.547,-4094.875,1062.147,-1303.484,-6758.299,-480.0046,-1136.777,-1474.384,-1574.114,-4966.629,-1252.245,1734.116,-4195.998,-3280.738,-275.3037,-676.0641,-1361.779,-1985.381,-129.0193,-4542.571,-519.3754,-1592.543,-1068.994,-1137.045,-366.7098,-635.7124,-1675.847,2553.656,-2345.689,-2180.664,4248.231,1969.12,567.5778,-1508.076,-491.046,151.6045,-110.5713,-1210.892,-1554.708,-678.7158,332.2549,-351.1428,5346.262,-1369.546,-190.8983,369.387,1078.831,4403.524,-2014.325,-3469.733,-366.5424,-3102.494,-1754.394,966.3589,666.4063,-1788.225,2743.979,-6851.289,-1562.639,-1111.624,613.8651,-2804.777,1521.804,-244.3658,-5206.327,-3483.655
3.4986,9544.97,-3715.641,-1304.555,8049.019,-268.6461,-1294.833,2546.675,-2530.138,2557.429,-2931.121,5633.872,-1364.546,-3319.948,2282.218,-530.7584,-1715.925,816.4515,-80.22488,-977.721,2039.341,749.176,1216.942,3862.215,-1008.136,-1013.635,22.9006,-1118.145,-2471.584,-257.3867,-2483.543,59.66791,-203.4193,-4037.383,-1075.813,-2351.927,-2285.598,-2811.88,-1077.407,-1694.808,-4451.092,-275.3378,-1046.47,-3273.198,-5326.261,-4107.607,-750.3387,-963.7137,-3111.343,-5537.576,284.0262,637.3958,-1196.963,-1483.076,-1583.357,-182.0398,-91.38584,-1545.37,-296.4276,-567.6491,-1590.759,-540.5776,-215.6836,1821.755,-849.2587,15.32956,2729.936,-142.7532,-2322.251,-771.5216,-49.45025,1554.152,2815.45,-689.4798,-663.3157,-604.5049,-183.3694,-213.524,3045.895,-2060.791,360.4321,1384.53,-352.5181,4410.157,-3079.837,-3170.74,-1304.929,-2834.255,-3262.265,1858.276,-1645.945,-2025.216,964.6792,-7452.327,-1229.856,425.838,-1023.756,-1881.846,-499.0316,1750.898,-5879.632,-2704.62
3.59856,8991.967,-2892.359,-2007.956,7249.125,-110.2052,-1858.085,2990.585,927.7269,1959.84,-3285.82,2663.828,-1693.918,-5624.712,553.7009,-1057.238,-547.5597,-1768.397,763.1336,-3048.492,3892.894,401.2457,-1029.608,2224.054,-637.0795,-1759.389,760.6169,-521.3682,-3235.074,-1442.693,-1088.885,365.3629,-936.1487,-5857.785,-2626.283,-1671.048,-1101.056,-5285.03,-677.2684,-2137.045,-4338.234,-318.9713,-1383.144,-1418.857,-2143.155,-3826.593,-1034.852,459.3489,-4430.77,-4111.274,874.585,1533.192,-413.4646,-1556.566,-2326.25,-960.6147,-1294.744,-21.00263,-763.6983,-1357.077,-1735.016,-1168.544,-495.4983,99.97443,-1378.088,-3261.973,4227,535.0703,-190.9575,-1097.435,-111.9219,-1407.969,5642.271,-1236.968,-1147.687,-659.5959,892.1464,-349.0209,3908.77,-1145.741,1521.627,202.9224,-1778.313,937.4401,-4309.94,-2870.954,-548.8465,-1490.955,-2496.954,-666.1882,143.9352,-396.5776,2754.364,-7304.119,-2781.823,-156.7193,-1501.094,-726.2369,624.3613,1183.742,-5344.015,-2841.708
3.69852,7615.322,-4255.279,-486.0057,7411.549,-2039.315,-1567.516,863.8936,1924.896,341.1179,-3468.443,2921.746,-661.1829,-3785.427,159.6994,-872.064,119.4712,1078.58,-229.8774,-2534.023,4058.897,-203.5825,565.9074,4460.813,-722.1001,10.00352,-937.7767,-1437.524,-2147.783,-3124.527,-1475.094,1337.541,5323.574,-6515.46,-1862.874,-1620.911,-798.7424,-4891.898,486.0667,-1634.038,-5873.853,-2778.936,658.5005,-2212.371,-2200.674,-3206.177,-1101.657,-62.54877,-2496.277,-3287.678,-81.36591,-313.0988,1098.198,-1697.572,-1816.264,-645.3892,-2378.619,-384.9039,67.27258,-607.227,-2110.131,-2257.39,-768.1922,336.6237,-1705.717,-2645.37,2491.928,994.8479,-1554.689,919.2317,287.3113,621.5072,2760.787,-339.068,-799.9487,-2373.678,-2546.478,-2159.041,4089.503,-819.3202,-361.3124,-1425.652,-2566.994,2610.859,-2474.899,-4510.104,-2229.369,-1802.733,-2450.214,1535.016,-2903.303,-1894.373,2264.19,-6255.61,-1766.608,326.7399,-2410.028,-1119.44,619.7235,2013.422,-4496.972,-1148.159
3.79848,8392.645,-3632.723,-2719.765,5992.164,139.6719,883.386,3387.012,16.2863,699.2355,-3296.613,2021.292,-519.8883,-4692.35,2380.7,-2134.035,-856.3386,537.3555,512.3287,-760.9943,3781.082,1093.926,650.8329,2151.92,-1861.318,-1978.769,-260.5491,-1807.324,-3495.892,-337.7079,-2010.346,-1466.26,12069.64,-4823.374,-1799.75,-1757.403,-913.857,-2906.772,-280.4724,-1830.184,-5228.476,-1568.885,-454.1278,-1402.742,748.7665,-4206.194,-378.7175,1458.997,-3162.981,-3624.75,-2529.386,1926.123,942.0566,-2207.339,-1337.515,769.2447,-10.51285,-808.0367,-1014.41,-795.8572,203.8794,-1531.616,-1133.62,1584.624,-1010.32,-3534.806,1969.608,-428.3601,-2256.26,-1630.212,-1677.426,1125.871,4143.28,-1108.352,-1034.822,-2833.902,-550.0729,-1477.395,3252.219,-1828.431,-1576.925,1441.559,-650.9841,462.6216,-3523.821,-2612.091,-2512.774,-3331.428,-1912.153,-503.3352,-1259.388,-1195.97,2055.483,-6319.834,-3568.026,512.7413,-1169.603,-2538.031,264.6514,268.7859,-5096.648,-2262.25
3.89844,7410.708,-5281.23,-2659.753,6451.39,-1702.25,-1420.874,2647.626,-961.274,-2060.055,-2162.466,3146.57,-865.3397,-3495.587,1152.432,-1201.165,270.6925,-2089.162,905.9371,331.8904,3198.003,782.5406,2620.175,3319.008,-662.1585,2319.977,735.4643,-645.6982,-2387.583,-250.3207,-1549.72,1318.562,17755.77,-5894.989,-1776.74,-3334.311,-966.7337,-4043.174,549.6468,-1229.253,-4886.307,-779.1259,-1169.038,-595.1094,-2996.128,-2392.561,414.0908,606.0499,-3719.181,-4147.597,-780.8211,1340.712,-1400.247,-1335.656,-2043.827,386.7965,-701.1528,-1890.252,173.377,-1395.915,-265.3747,-372.3039,-737.4152,1698.911,-2031.479,-1801.782,1796.469,-1453.246,-3856.693,-79.14333,1088.631,-20.73435,3444.19,934.8602,-1279.823,-1030.551,-2441.722,-181.8217,2239.22,-1731.65,-3173.581,-1958.064,-1974.043,208.8895,-2962.484,-2906.329,-1639.722,-2320.939,-2926.705,-1458.058,215.6057,29.37058,1600.068,-7995.177,2848.904,1447.869,-1059.932,-1219.843,-28.61029,-890.3372,-4583.806,886.8389
3.9984,6139.544,-1963.182,-2347.22,4843.214,274.0229,-142.5482,2777.597,-513.4291,-1608.291,-2654.935,1931.563,-1338.317,-4630.337,-1416.069,-1455.022,-1337.072,798.1951,686.4847,-746.5067,2049.561,-526.6,954.2882,2313.665,164.7271,-338.73,-1613.549,-298.9222,-3830.304,-1933.47,-1070.314,1578.859,20292.66,-3487.203,-1935.46,-2670.286,-2369.238,-4493.347,-501.3527,-1047.264,-5339.444,-694.0461,-1552.22,-357.4755,-2627.385,-4678.519,-2171.282,481.0528,-3722.402,-2265.111,-2372.289,-2921.982,1315.615,-1430.188,-1032.192,17.54589,-2060.463,-2001.542,-1454.525,-1302.6,-3124.884,-1675.781,-937.5367,535.7655,-158.7518,-1468.686,4076.324,119.5047,-2095.061,270.9788,-37.76807,780.5639,1810.678,-164.7198,-963.085,-3084.376,211.9384,-663.2162,2625.252,-132.4822,-2303.175,-2259.363,-2042.139,337.8298,-3761.262,-2281.986,-2781.491,-1979.865,-3095.38,-2386.835,459.237,-1711.09,1724.664,-7598.559,-1875.098,296.3541,-1881.893,-1839.478,946.945,717.7025,-6384.451,-862.3083
4.09836,8465.002,-3601.73,-1296.568,4870.72,113.8845,-887.8635,-79.57963,1364.373,-428.2638,369.7627,1336.269,-1563.562,-3607.586,-611.6763,-1809.836,-1172.558,-1117.123,645.1787,-567.4566,2113.21,2651.07,1237.698,1968.147,332.8411,-1032.017,293.8766,533.6364,-3711.051,-1725.627,-3465.843,1759.633,16329.43,-2715.813,896.0712,-3746.049,-2412.982,-3001.689,917.2288,-1054.611,-3715.304,-1873.41,-731.61,957.0816,-3708.136,-2972.854,1789.792,240.5727,-3370.655,-3065.188,-2254.539,1196.243,-618.4677,-3259.464,-854.7007,-2404.939,-3596.186,-1420.063,-603.6349,-967.7326,-2190.713,-824.4876,-193.8554,1073.677,-2433.382,-1877.087,2618.482,-334.6972,-1680.049,-2369.723,-1728.499,590.3548,879.6005,-1704.272,-194.1856,-1119.854,-410.9219,-948.3387,1697.694,207.4332,430.1399,443.4301,-515.9745,171.3775,-3549.476,-2100.818,-2831.401,-720.0933,-2483.15,496.2092,-2267.025,-1068.294,3000.899,-7303.673,-2583.578,-987.2095,-1079.708,-2065.538,2060.971,633.5385,-7999.57,-341.0219
4.19832,4863.465,-1824.981,-2916.697,4958.563,-599.0036,-80.42375,1587.972,-462.8496,565.5972,-707.5568,2178.776,-1741.845,-3190.628,-1564.417,-685.2207,1588.373,-377.6767,1256.333,-2645.859,1393.365,-372.3518,4343.539,1990.672,449.3316,1271.315,-2638.87,-693.1272,-2290.506,-971.4906,-2383.065,-560.9694,21764.68,-4382.121,-2192.013,-1326.209,-1611.468,-4054.031,661.7603,-1639.821,-5126.647,-1148.603,-554.8668,306.5055,-1914.709,-2898.713,-2350.233,-2112.638,-3441.866,-3400.73,-2299.431,-849.1313,756.3642,-2910.947,-1899.555,-862.7097,-472.6243,-1826.104,-813.1031,-3263.978,-864.9112,-1374.055,-562.0714,-2180.635,-1006.331,26.95691,1115.335,-1087.069,-1219.515,-412.8098,40.7579,-157.4237,1176.665,-177.1533,-1250.423,-1323.63,1419.099,-1512.782,2003.831,17.68201,-1099.347,-2216.347,-384.8513,-1318.138,-4527.134,-2688.366,-1274.33,-869.841,-1311.685,53.77747,-806.4186,-2295.236,1856.546,-7422.791,337.7601,-883.7139,-1298.399,-2775.068,317.4705,-396.7614,-6653.865,-544.2319
4.29828,4778.796,-4873.132,-2072.612,5263.262,-776.3258,-99.42011,2542.244,-112.0907,-605.0772,169.549,2325.462,-3169.095,-1596.099,-874.7145,104.771,736.8246,428.9466,48.35933,-2233.971,840.7798,334.4742,150.0389,-540.0996,1271.134,18.87583,172.6843,-1562.82,-3420.187,-1650.183,162.0414,-2483.591,16118.25,-3045.049,-74.75135,-1382.435,-2360.651,-4006.524,74.53753,-587.4642,-4355.484,-1127.867,-2696.401,1131.043,-1147.124,-3624.487,-877.4834,-1014.849,-3529.817,-1549.403,-2258.704,1468.73,334.2837,-2439.035,-1483.173,-2233,-1085.505,-1451.651,-1324.409,-1456.511,-1532.731,-768.4115,59.24969,-93.79408,-3972.344,-2944.346,2231.232,883.2324,-1045.542,-96.8195,-185.8091,-801.6708,-782.9163,-453.0358,1416.464,-1456.403,-662.8733,-1202.351,1560.606,-567.0368,-1722.092,-2766.072,860.4097,-2056.271,-4403.968,-2847.544,-4680.406,-407.3641,-3158.871,150.0982,-474.3097,-1982.805,2059.702,-6528.858,-17.20126,-1508.913,-480.7178,-1086.713,-699.0456,-1426.632,-7092.517,-1154.395
4.39824,2394.776,-2361.528,-778.4846,3825.802,-1302.061,1381.887,1196.34,-435.157,-1308.756,-2568.328,3238.909,-2402.892,-2256.573,-1979.768,-4236.68,-1288.645,220.2353,-723.5539,-1603.248,-41.80666,-850.0065,484.9212,969.6182,739.8606,2487.853,-522.3112,-1679.871,-4223.718,-2722.161,-1157.314,-1193.204,17755.45,-2223.314,-1908.135,946.5417,-2081.154,-3971.313,684.1078,-1514.247,-5030.542,-2089.999,-262.789,-684.1222,-2752.197,-4798.436,-1694.826,1675.297,-2612.614,-3169.464,-941.9256,-478.6363,-978.0851,-2812.763,-1877.721,-197.1315,-1375.617,618.219,-2220.771,-2299.299,-1352.562,1087.225,-2638.491,1093.782,-1102.006,-2408.018,3696.417,-85.40948,-1440.052,-749.0789,1207.192,-434.0958,-1050.363,-469.3021,-650.4921,-675.1902,-781.3584,468.5434,1750.627,953.3239,-242.0024,-1714.193,1277.751,-2919.624,-3523.905,-3020.354,-2145.059,-1719.696,-2710.987,740.2485,-573.8951,-218.5477,2887.255,-8454.725,216.7935,-691.5321,-3975.874,-2223.41,1163.866,-1893.902,-7950.332,44.79176
